"","claim_number","age_of_driver","gender","marital_status","safty_rating","annual_income","high_education_ind","address_change_ind","living_status","zip_code","claim_date","claim_day_of_week","accident_site","past_num_of_claims","witness_present_ind","liab_prct","channel","policy_report_filed_ind","claim_est_payout","age_of_vehicle","vehicle_category","vehicle_price","vehicle_color","vehicle_weight","fraud"
"1662",5363,59,"F",1,31,10.4685456470758,1,1,"Rent",80047,"8/8/2016","Monday","Local",0,1,97,"Broker",1,0,7,"Medium",9.61587214452889,"silver",9.64095583569927,0
"5008",1401,61,"F",1,81,11.3965714078375,1,1,"Own",15007,"5/26/2015","Tuesday","Highway",22,1,13,"Phone",1,0,1,"Large",10.0637862354692,"white",9.30935549001298,0
"3863",17368,47,"M",1,66,10.7008821294664,0,1,"Own",80033,"5/30/2016","Monday","Local",9,1,50,"Broker",0,7.88142017919734,1,"Medium",10.4285329525635,"red",10.2761610747975,0
"16658",15680,35,"F",1,66,11.628047184687,1,0,"Own",15038,"6/17/2015","Wednesday","Local",0,0,51,"Phone",0,0,1,"Compact",9.61587214452889,"other",10.2808864244883,0
"9924",16122,57,"M",1,45,11.4578249322397,1,1,"Own",80024,"12/31/2016","Saturday","Local",0,0,15,"Phone",1,0,2,"Medium",9.61587214452889,"black",9.92636995402403,0
"1843",16828,21,"F",1,84,11.3857963908393,1,0,"Rent",85007,"11/30/2016","Wednesday","Parking Lot",12,0,50,"Online",1,7.30455629534351,2,"Large",10.187329132799,"gray",9.77715602315112,0
"7290",11320,40,"F",1,85,11.1122239927111,0,1,"Rent",20120,"9/9/2015","Wednesday","Local",9,0,63,"Broker",1,0,1,"Large",9.61587214452889,"other",9.27037308500211,0
"152",16665,44,"F",1,90,11.701701149004,0,1,"Own",15003,"8/7/2015","Friday","Parking Lot",21,0,64,"Phone",1,0,1,"Compact",9.61587214452889,"red",8.78925492278169,0
"2241",18970,32,"M",1,78,11.1668795465547,1,0,"Rent",20160,"10/8/2015","Thursday","Parking Lot",0,0,7,"Broker",1,8.41251910677739,8,"Medium",9.98700360341398,"white",9.53470352293745,0
"2504",436,45,"M",1,41,11.6290983160861,1,1,"Own",15037,"2/22/2015","Sunday","Parking Lot",0,0,63,"Phone",0,0,2,"Large",9.61587214452889,"blue",9.77275534254188,0
"2864",23801,51,"M",1,86,11.1255261826737,1,1,"Own",85025,"11/21/2015","Saturday","Highway",11,0,10,"Broker",1,8.64413240328451,1,"Compact",10.5068413368994,"red",9.56967146073695,0
"8748",25630,50,"M",0,65,11.4858522710433,0,0,"Own",85005,"7/3/2015","Friday","Local",0,1,93,"Phone",0,6.10764630139739,1,"Compact",9.92378361639659,"gray",9.4602149914519,0
"11209",13649,27,"M",0,77,11.5133253849916,1,0,"Own",20102,"2/2/2016","Tuesday","Highway",0,1,49,"Online",1,9.08403991586001,1,"Compact",9.61587214452889,"silver",10.7042685898548,0
"10596",27472,43,"F",1,62,11.1919761224023,1,0,"Own",15054,"4/4/2016","Monday","Local",0,1,100,"Broker",1,8.90397824191104,4,"Compact",9.61587214452889,"silver",9.46012025266319,0
"10889",11707,52,"M",1,59,11.1804691537153,1,0,"Own",80040,"2/10/2016","Wednesday","Local",0,0,6,"Broker",1,8.26008687965658,1,"Medium",9.61587214452889,"silver",10.2199710487432,0
"9714",19404,50,"F",0,93,10.9166871855783,0,0,"Own",50008,"12/15/2015","Tuesday","Local",0,0,94,"Phone",0,7.64566069688386,6,"Large",10.0498645405212,"white",10.4014630051713,0
"11037",18766,40,"F",1,78,11.6472815174693,0,0,"Rent",20105,"3/21/2016","Monday","Local",3,0,1,"Broker",1,8.26042822159918,1,"Compact",11.1114047757247,"red",9.49069448817045,0
"2257",2356,49,"F",1,60,10.3250884425537,1,0,"Own",85018,"12/1/2015","Tuesday","Highway",24,0,56,"Online",1,0,4,"Medium",10.8865953386263,"white",11.047042586716,0
"10455",23561,24,"M",1,50,10.9183920921308,1,1,"Own",50010,"3/16/2016","Wednesday","Local",14,0,95,"Online",0,0,6,"Compact",10.6664660607666,"white",10.0236422899276,0
"1454",21105,48,"M",1,80,11.4654773997829,1,1,"Rent",50021,"2/8/2016","Monday","Local",7,1,12,"Broker",0,4.76362587168006,1,"Large",9.61587214452889,"gray",10.1146062741075,0
"4605",12907,68,"F",0,62,10.6718581543337,0,1,"Rent",15010,"1/10/2015","Saturday","Highway",0,1,64,"Online",0,0,1,"Large",10.7236531569481,"gray",11.0314948538194,0
"4187",14264,55,"M",1,91,11.6855417442163,1,1,"Own",85067,"1/16/2016","Saturday","Local",0,0,65,"Broker",1,0,1,"Large",9.99722018423481,"red",11.3105491930502,0
"16543",3392,47,"F",1,75,11.2228004108673,0,1,"Rent",50023,"6/26/2015","Friday","Parking Lot",5,0,11,"Broker",1,0,1,"Medium",9.61587214452889,"red",10.0180173010992,0
"10604",15856,65,"F",1,64,11.6794901991517,1,1,"Own",15012,"9/23/2015","Wednesday","Local",9,0,17,"Broker",1,8.89495268573458,1,"Compact",9.6442859114547,"white",10.8815403039446,0
"7741",27498,62,"M",1,75,10.8519743826266,1,0,"Rent",20131,"8/24/2015","Monday","Local",0,1,86,"Phone",0,0,1,"Medium",9.61587214452889,"blue",9.88737929589123,0
"15294",28855,43,"M",0,88,11.5602574236174,1,0,"Own",80025,"6/21/2016","Tuesday","Local",0,0,2,"Phone",0,9.0017811996893,1,"Compact",10.9421094062145,"white",9.85166909711777,0
"14508",16185,48,"F",1,73,11.1960754472157,0,0,"Own",80028,"10/15/2015","Thursday","Local",15,0,7,"Broker",1,0,1,"Compact",10.7375126582909,"silver",10.460467380809,0
"612",13431,55,"F",0,77,11.6266826298953,1,0,"Own",80025,"10/29/2016","Saturday","Highway",0,0,85,"Broker",1,0,1,"Large",9.61587214452889,"gray",10.0808720248773,0
"6111",27541,44,"F",0,88,11.4740702850016,1,0,"Own",80002,"7/29/2015","Wednesday","Local",0,0,99,"Broker",0,0,3,"Large",10.6123256088915,"red",9.32045290618781,0
"15850",25995,26,"M",1,64,11.5628483207356,1,1,"Rent",50025,"2/24/2016","Wednesday","Parking Lot",0,0,41,"Online",1,0,6,"Compact",9.61587214452889,"red",10.2293743065308,0
"14648",13058,32,"M",0,58,10.5617585687086,0,0,"Rent",50041,"11/3/2015","Tuesday","Local",0,0,10,"Phone",0,8.28151895800416,1,"Large",9.61587214452889,"red",9.98343226125408,0
"11630",7385,24,"F",1,76,11.0640412427444,1,1,"Rent",80028,"7/18/2016","Monday","Local",1,1,86,"Phone",0,0,1,"Large",9.61587214452889,"blue",10.4349183911446,0
"3428",20888,43,"F",1,77,11.4113798854035,1,0,"Own",20130,"2/15/2016","Monday","Local",0,0,77,"Phone",0,7.34251378194614,1,"Medium",9.61587214452889,"blue",10.047089561106,0
"10284",6081,51,"M",1,61,11.0769753758493,1,1,"Rent",50011,"1/26/2016","Tuesday","Parking Lot",0,1,9,"Broker",1,0,1,"Large",10.0904276189532,"blue",9.59911375104257,0
"9931",17250,35,"M",1,77,11.5816209589115,0,0,"Rent",20152,"1/10/2015","Saturday","Local",0,0,84,"Broker",1,8.89752098807015,7,"Medium",9.61587214452889,"blue",9.56090092486635,0
"10403",23246,50,"M",1,70,10.4698519458928,0,1,"Own",85023,"8/4/2015","Tuesday","Highway",0,0,46,"Online",0,0,1,"Medium",10.775414714973,"white",9.42595917847549,0
"11296",2078,49,"M",1,75,11.5220140384786,0,1,"Own",50008,"3/13/2015","Friday","Parking Lot",0,0,97,"Broker",0,8.47240082539209,6,"Medium",9.61587214452889,"black",10.9729552860239,0
"10745",2888,49,"F",1,69,10.653204084584,1,1,"Rent",20105,"12/30/2016","Friday","Local",0,1,49,"Broker",1,8.66086400592598,1,"Medium",9.61587214452889,"silver",9.64960699935695,0
"15475",956,50,"M",1,82,10.4946850605603,1,1,"Own",85030,"7/26/2015","Sunday","Local",0,1,99,"Broker",0,7.92012680275374,8,"Medium",9.61587214452889,"white",9.79105288004055,0
"8788",2545,44,"M",1,64,11.4574761779758,1,1,"Rent",20104,"11/24/2015","Tuesday","Local",0,0,64,"Broker",1,0,7,"Compact",10.0757092477779,"white",8.68728544754358,0
"15266",20213,54,"M",0,88,11.4700597167407,1,0,"Own",20160,"10/6/2016","Thursday","Highway",0,0,14,"Phone",0,6.21206486714941,1,"Compact",10.5557762237388,"gray",10.7035991618723,0
"3250",7837,32,"M",1,50,11.1109542461163,1,1,"Rent",20116,"7/11/2015","Saturday","Local",0,1,76,"Broker",1,8.61064346084089,1,"Medium",9.61587214452889,"silver",10.5534311814812,0
"13483",1229,61,"M",1,84,10.5738521701988,1,1,"Own",15025,"10/1/2015","Thursday","Local",0,0,51,"Phone",0,6.77043385611509,1,"Large",10.2914546041685,"other",9.64527630434591,0
"10059",29692,39,"M",1,78,10.6579414751568,1,0,"Rent",85048,"5/31/2016","Tuesday","Parking Lot",0,0,56,"Broker",1,7.5368278307898,5,"Compact",10.8922256656879,"silver",10.4040093940914,0
"11834",1875,41,"F",1,83,11.5824795123019,0,1,"Rent",15010,"9/9/2015","Wednesday","Parking Lot",5,0,63,"Broker",1,8.66591315154351,1,"Compact",9.61587214452889,"red",9.32411150135466,0
"15157",11372,51,"F",1,86,10.454696674697,1,1,"Own",20120,"12/3/2015","Thursday","Local",6,0,42,"Broker",0,0,1,"Large",9.61587214452889,"gray",10.6414409012057,0
"17624",664,81,"F",1,88,10.6605480588397,1,1,"Own",50002,"10/17/2016","Monday","Highway",6,1,38,"Broker",0,8.16914946256958,1,"Large",9.61587214452889,"blue",10.2275186369004,0
"1685",17345,40,"F",0,89,11.6989069825957,1,1,"Rent",80031,"3/30/2016","Wednesday","Highway",4,0,49,"Broker",1,7.64172765405722,1,"Large",10.6746362895243,"black",10.1821892309364,0
"16545",18945,45,"F",1,83,11.6291873442547,1,1,"Rent",85013,"7/27/2016","Wednesday","Parking Lot",6,0,3,"Broker",0,6.9538179173087,4,"Medium",10.0784614155084,"white",10.0893731655297,0
"9980",14901,51,"M",1,70,10.7939270008198,1,1,"Rent",85042,"1/20/2015","Tuesday","Highway",0,0,38,"Broker",1,8.45448765600011,1,"Large",11.2584797880175,"white",10.6731288342142,0
"17205",4001,62,"M",1,42,11.2031477382442,0,1,"Own",15001,"9/7/2016","Wednesday","Highway",0,0,24,"Phone",0,7.82572460123485,4,"Medium",9.61587214452889,"silver",10.5163176053561,0
"984",10255,69,"F",1,78,10.7407567218572,1,0,"Rent",15001,"2/1/2015","Sunday","Parking Lot",0,0,98,"Broker",0,0,1,"Large",11.0187545139509,"blue",9.17259384761645,0
"10323",27228,45,"M",1,74,10.9368143745056,1,0,"Own",80046,"7/27/2016","Wednesday","Local",0,1,93,"Broker",0,0,1,"Medium",10.5633748597306,"other",9.4215599180627,0
"871",10664,41,"M",0,89,11.4779716357067,1,0,"Own",80101,"2/22/2015","Sunday","Highway",4,0,47,"Broker",1,7.90504333965713,1,"Large",10.463145913845,"red",9.98015012459776,0
"7888",3242,62,"M",1,42,11.1672328510149,0,1,"Own",20139,"3/11/2015","Wednesday","Local",6,1,67,"Online",0,0,1,"Compact",9.61587214452889,"other",9.0330951947769,0
"2634",5762,38,"M",1,82,11.6086900869546,1,1,"Own",15035,"8/7/2016","Sunday","Parking Lot",0,0,67,"Broker",1,0,2,"Medium",9.79041082761221,"other",9.19753920636042,0
"1347",8613,53,"F",1,75,11.4862837040238,0,0,"Own",15010,"8/1/2015","Saturday","Local",0,0,97,"Broker",0,3.88732039278777,1,"Medium",9.61587214452889,"black",8.89559888611604,0
"15149",8637,63,"F",1,61,11.1798554342774,1,1,"Rent",20160,"2/23/2016","Tuesday","Local",0,0,49,"Broker",0,0,1,"Large",10.1132146645625,"silver",9.6002002128149,0
"15591",2721,49,"M",1,89,11.3567861424365,1,1,"Own",50051,"10/31/2015","Saturday","Parking Lot",0,0,30,"Broker",0,9.35929988670538,1,"Large",10.4649963162588,"white",10.4121932920344,0
"15552",25292,78,"M",1,86,11.1139393229598,1,0,"Own",50008,"8/24/2015","Monday","Local",0,1,99,"Phone",1,0,1,"Large",10.1401646606324,"red",10.1589730625262,0
"16634",27447,39,"M",1,92,11.5774108596966,1,0,"Rent",85077,"4/13/2015","Monday","Local",0,1,41,"Phone",1,0,4,"Medium",10.9915097397626,"blue",9.20893832837223,0
"6137",22065,52,"F",0,83,10.489912179174,1,1,"Own",20138,"8/23/2016","Tuesday","Local",7,0,9,"Phone",1,6.8981492888369,1,"Compact",9.61587214452889,"silver",9.78976843141898,0
"9291",26375,46,"F",1,47,11.1519412494434,1,0,"Rent",80015,"3/1/2015","Sunday","Parking Lot",24,0,68,"Broker",1,8.09779445966727,1,"Large",11.5018210110968,"silver",10.8219835348571,0
"2120",10916,56,"F",0,82,11.7140442418471,1,1,"Rent",85027,"9/28/2015","Monday","Local",7,0,97,"Phone",1,0,1,"Compact",11.1895936347143,"other",9.55184229634181,0
"2393",18421,31,"F",0,83,11.3168984155201,1,0,"Rent",20102,"2/18/2015","Wednesday","Local",0,0,1,"Online",0,8.96596424647888,6,"Medium",9.61587214452889,"black",11.2401426034454,0
"16847",21104,34,"F",1,83,11.1847269068812,1,1,"Own",50051,"8/12/2016","Friday","Parking Lot",1,0,7,"Broker",0,0,1,"Compact",9.61587214452889,"red",10.0244061361091,0
"8138",21328,36,"F",1,88,10.6199117100006,1,1,"Rent",50044,"1/28/2015","Wednesday","Local",0,1,98,"Broker",1,0,1,"Large",10.9643248924517,"gray",8.74414694619723,0
"15795",2809,49,"M",0,89,11.2905940837566,0,1,"Own",80020,"6/15/2016","Wednesday","Local",5,0,20,"Phone",1,0,1,"Compact",10.1373907431096,"red",9.93183577815062,0
"12432",15170,60,"M",1,84,10.9441352201136,1,0,"Own",50047,"11/27/2016","Sunday","Parking Lot",0,0,98,"Phone",1,8.57518847720338,1,"Compact",9.61587214452889,"silver",10.2545753115857,0
"1044",2657,35,"M",1,95,11.0039481320619,0,0,"Own",85077,"1/28/2015","Wednesday","Local",9,0,70,"Broker",1,0,1,"Large",9.61587214452889,"red",9.7126645930055,0
"7413",12364,55,"F",1,66,10.588199254275,1,1,"Own",85020,"5/26/2016","Thursday","Local",0,0,14,"Broker",1,8.8127228905379,1,"Large",9.91284076433519,"white",11.0048898516695,0
"2983",9452,43,"M",0,58,11.6307884974268,1,1,"Rent",85078,"4/17/2015","Friday","Local",0,1,26,"Phone",0,0,1,"Large",11.2547408081034,"white",9.72895266201585,0
"16577",22423,77,"M",1,74,11.5633143505034,1,0,"Rent",20164,"1/25/2016","Monday","Highway",15,0,67,"Phone",1,0,1,"Compact",10.7120601023032,"black",9.77849395810796,0
"2218",16719,38,"M",1,87,11.1106402954937,1,1,"Own",50010,"8/15/2016","Monday","Highway",2,0,96,"Broker",0,0,1,"Compact",9.61587214452889,"red",10.1937456046765,0
"10775",7670,53,"F",1,67,11.7020819437106,1,1,"Own",50039,"11/2/2016","Wednesday","Highway",7,1,39,"Broker",1,8.93887410971926,1,"Large",10.3799320900305,"silver",10.4933884087378,0
"9866",14880,67,"M",1,61,11.0164792928989,1,1,"Own",15049,"8/24/2016","Wednesday","Parking Lot",14,0,39,"Phone",1,7.84977613382707,1,"Medium",9.86848590482229,"gray",9.19708822001818,0
"3454",27313,44,"M",0,72,11.1311671178067,1,1,"Own",15012,"8/9/2015","Sunday","Local",2,1,90,"Online",0,0,3,"Compact",9.61587214452889,"red",10.0033701003881,0
"1107",8806,55,"M",1,73,10.8407371058015,1,1,"Own",20109,"3/17/2016","Thursday","Parking Lot",0,0,11,"Broker",1,0,1,"Medium",9.63693142073676,"blue",8.42848894451238,0
"7705",7765,34,"F",1,72,10.6611576291116,1,1,"Rent",50011,"5/25/2016","Wednesday","Local",0,0,2,"Broker",0,0,3,"Large",9.61587214452889,"red",9.95419361781341,0
"16461",23711,47,"F",1,69,11.3023155385933,0,1,"Own",80028,"11/19/2016","Saturday","Highway",3,1,88,"Broker",0,0,1,"Medium",9.61587214452889,"blue",8.9857795836058,0
"8967",27689,37,"F",1,84,11.4950873068403,1,0,"Own",15060,"10/14/2015","Wednesday","Local",3,1,36,"Broker",0,0,1,"Medium",10.972758177204,"black",9.79806171696723,0
"5613",5704,49,"F",1,77,11.2702422517814,0,1,"Own",85040,"10/4/2015","Sunday","Local",9,0,15,"Phone",1,0,1,"Compact",9.61587214452889,"gray",9.82652745539955,0
"13693",16213,24,"F",0,83,11.5787038421685,1,1,"Own",50011,"7/28/2016","Thursday","Local",12,1,0,"Online",0,8.0114811377036,4,"Large",10.35851767063,"black",10.4527536781505,0
"2706",7817,33,"F",0,86,11.5610868600772,1,0,"Own",15035,"6/21/2016","Tuesday","Local",0,1,13,"Broker",0,0,1,"Medium",9.91229309988944,"blue",9.25810492753171,0
"6807",4504,50,"F",1,78,10.7865937170192,0,1,"Rent",50026,"11/29/2015","Sunday","Parking Lot",11,0,2,"Phone",1,7.73894117889049,4,"Large",9.61587214452889,"white",9.66228993799616,0
"14468",2097,45,"M",1,87,10.6350618622141,1,1,"Rent",85071,"8/3/2015","Monday","Highway",5,0,96,"Broker",1,5.13462127387725,6,"Medium",9.61941134029768,"silver",9.64517332558349,0
"2064",29105,27,"M",1,57,11.3414014048356,1,0,"Own",20156,"3/27/2016","Sunday","Parking Lot",0,0,60,"Online",1,8.1662645628805,1,"Compact",10.6448159894992,"other",9.08455037351598,0
"9861",738,52,"F",1,69,10.3972687416929,0,0,"Own",80013,"2/18/2016","Thursday","Parking Lot",16,0,76,"Phone",1,0,1,"Medium",10.2968126105818,"white",10.718656465881,0
"2944",27800,45,"M",1,49,11.4224754553815,1,0,"Own",20106,"9/15/2016","Thursday","Highway",0,0,92,"Broker",1,0,8,"Compact",9.61587214452889,"other",8.7015683501256,0
"8745",7962,51,"M",1,82,11.4388051850485,1,1,"Rent",85036,"11/27/2016","Sunday","Parking Lot",0,0,93,"Broker",1,0,1,"Medium",9.61587214452889,"silver",10.162320386143,0
"12274",9868,44,"F",1,78,10.8214768410459,1,0,"Rent",85053,"2/20/2015","Friday","Parking Lot",3,0,42,"Phone",0,8.61328488394174,1,"Compact",9.61587214452889,"gray",10.3911124727468,0
"3240",4900,36,"M",1,88,10.994168470878,0,0,"Rent",20101,"10/18/2016","Tuesday","Highway",2,1,69,"Broker",1,7.18816346071734,1,"Compact",10.7872821142734,"red",9.59713837611746,0
"6497",8262,35,"F",0,84,11.3344684312784,0,0,"Rent",85062,"5/30/2016","Monday","Parking Lot",7,0,69,"Broker",0,0,6,"Medium",10.4319387202314,"red",10.1642565456192,0
"10634",10233,61,"F",1,56,10.8133375875803,1,1,"Own",15001,"8/24/2015","Monday","Local",8,0,20,"Broker",0,0,1,"Large",10.7738475761278,"gray",9.84851547603559,0
"11946",16692,37,"M",1,74,11.565802504571,0,0,"Own",80022,"11/16/2015","Monday","Parking Lot",0,0,8,"Phone",0,0,4,"Medium",9.61587214452889,"gray",10.2693101986741,0
"12232",4479,48,"M",1,91,10.7242580825529,1,1,"Rent",80108,"11/9/2015","Monday","Parking Lot",0,0,31,"Broker",0,8.10210795793108,1,"Medium",10.6155067019671,"red",9.99344817621912,0
"2797",9670,48,"M",0,81,11.4961861409659,0,1,"Own",85021,"12/6/2015","Sunday","Local",14,0,83,"Broker",0,0,5,"Compact",9.61587214452889,"white",9.17237606963218,0
"2831",27032,55,"F",1,67,10.6039578534759,1,1,"Rent",20165,"8/27/2015","Thursday","Highway",0,0,100,"Broker",0,0,1,"Compact",10.6262359530501,"other",9.48239108861492,0
"6923",9194,46,"F",1,52,11.166540256798,0,0,"Rent",50013,"3/23/2015","Monday","Local",5,1,50,"Broker",0,9.05599617342538,12,"Compact",9.61587214452889,"white",10.2029911736987,0
"9948",13969,55,"F",1,57,10.7270048842579,1,1,"Own",85063,"9/6/2016","Tuesday","Parking Lot",0,0,94,"Phone",1,6.36996947363336,1,"Medium",10.9046865199769,"red",10.1914152675653,0
"1562",28585,36,"F",1,10,10.7843376178703,0,1,"Own",50041,"11/12/2016","Saturday","Local",1,0,2,"Phone",0,8.9888117659356,1,"Compact",9.61587214452889,"white",9.4218642815688,0
"8814",27631,51,"M",0,88,11.5379302239598,1,1,"Own",80011,"12/29/2015","Tuesday","Parking Lot",4,0,3,"Phone",0,8.77162143341013,1,"Compact",9.61587214452889,"silver",10.2643418496987,0
"13254",28804,33,"M",1,78,11.5650718953338,1,1,"Rent",20149,"5/8/2016","Sunday","Parking Lot",2,0,25,"Broker",0,0,1,"Large",10.9249427763139,"other",9.503726213715,0
"3411",12898,28,"M",1,65,10.5424161114765,1,0,"Own",50002,"11/29/2015","Sunday","Highway",4,0,96,"Online",1,7.05691638872487,1,"Large",9.90762194951958,"other",9.8893734394003,0
"8338",16620,26,"M",0,74,11.2292088530103,0,0,"Rent",20152,"2/28/2016","Sunday","Highway",4,0,26,"Online",1,0,1,"Compact",9.9350607201452,"other",10.4931161533656,0
"4865",9353,58,"F",0,73,11.1588328981095,1,1,"Rent",85055,"10/21/2015","Wednesday","Local",3,0,50,"Phone",1,8.45122004169101,1,"Large",9.61587214452889,"gray",10.3229513952123,0
"3335",19039,40,"M",1,90,11.2743255775377,1,1,"Own",85011,"12/29/2015","Tuesday","Local",0,0,37,"Broker",1,7.69327195613638,1,"Compact",9.70084195122901,"other",9.15564568847042,0
"1281",23848,33,"M",0,86,10.5772480192959,1,1,"Own",20163,"6/4/2016","Saturday","Local",0,1,88,"Phone",1,0,1,"Large",10.9415197907323,"silver",9.89094218597349,0
"14262",6630,34,"F",1,87,11.1482183493342,1,0,"Own",15024,"5/9/2016","Monday","Highway",6,0,83,"Broker",1,8.29389462808829,1,"Medium",11.2141719646444,"black",10.5866889710675,0
"17642",26814,30,"F",1,61,10.5100141888123,1,0,"Rent",20140,"6/22/2015","Monday","Parking Lot",0,0,86,"Broker",1,7.96017353062459,2,"Compact",11.0911668112844,"red",10.6522330044214,0
"8896",22556,53,"M",1,74,11.5321004443563,1,1,"Own",15035,"7/17/2016","Sunday","Local",2,0,29,"Broker",0,7.8171422345395,1,"Large",9.61587214452889,"gray",9.0664817268919,0
"8859",28163,37,"F",0,62,10.3915152676261,1,1,"Own",80002,"12/2/2015","Wednesday","Local",0,0,93,"Phone",0,0,1,"Large",9.61587214452889,"gray",9.85431769154098,0
"17256",28622,45,"F",0,87,11.5098407120083,1,1,"Own",50027,"7/22/2016","Friday","Parking Lot",2,0,39,"Broker",1,5.1301353733078,1,"Compact",9.61587214452889,"black",9.59900291429998,0
"11123",29883,46,"M",1,51,11.6810128617364,1,0,"Own",80002,"10/29/2016","Saturday","Parking Lot",0,0,50,"Broker",0,8.10709938740425,8,"Medium",10.6950828126629,"black",9.52995047641911,0
"15035",8534,56,"F",1,56,11.6939378318156,1,0,"Own",80035,"10/10/2015","Saturday","Local",13,0,96,"Broker",0,8.60985988027515,1,"Large",9.61587214452889,"other",9.4303538416921,0
"966",22692,40,"M",1,84,11.1872368752642,0,1,"Own",50044,"11/9/2015","Monday","Local",0,0,28,"Broker",1,7.7382266504053,1,"Large",9.61587214452889,"red",10.0831123216815,0
"6150",7513,38,"M",1,62,11.2958633839719,1,1,"Own",50014,"12/19/2015","Saturday","Highway",0,0,79,"Broker",1,9.09715599625605,1,"Large",11.2485214460016,"other",9.48159677318191,0
"1747",10924,56,"M",1,54,11.6066343634076,1,0,"Rent",15025,"1/3/2016","Sunday","Highway",0,1,5,"Phone",0,8.55830250465652,1,"Compact",10.4349128966246,"gray",9.36386077807982,0
"7217",13592,21,"M",1,81,10.5521079677126,1,1,"Rent",20121,"1/26/2016","Tuesday","Highway",2,1,87,"Phone",1,9.69288935318249,4,"Compact",11.2713362026311,"silver",11.0649616992462,0
"2297",19212,39,"F",1,83,10.7107220591338,1,0,"Rent",15051,"3/19/2016","Saturday","Local",0,0,6,"Broker",0,0,1,"Compact",9.61587214452889,"gray",10.343187077281,0
"12417",14395,40,"F",0,77,11.1429481497916,0,1,"Rent",20110,"5/3/2016","Tuesday","Parking Lot",0,0,30,"Broker",1,8.7853483485598,1,"Large",9.61587214452889,"blue",9.40411931568785,0
